"1206","2628",13803.5500058092
"780","1206",13795.2847551496
"2628","2657",13666.0001736732
"780","2395",13478.5257738672
"2628","3608",13421.0706355547
"2628","2959",13392.455154365
"2628","3176",13350.1787581995
"780","2959",13224.6428273949
"780","2712",13208.0961349629
"1206","1721",13195.4119054421
"2395","2628",13113.6124754916
"1721","2959",13002.6435169889
"1997","2628",12991.7101806951
"1721","1732",12897.268999113
"25","2628",12779.3843753623
"1917","2395",12751.7600575876
"1721","2395",12748.1435915303
"2628","2700",12701.379096866
"1527","1721",12587.4162292288
"1721","2700",12566.176206441
"2628","2710",12531.0561696322
"1732","2628",12529.59916301
"2628","3160",12494.4934689344
"1183","2628",12355.6306299851
"780","3176",12340.283981048
"968","2628",12304.294922631
"1923","2628",12251.4786325148
"1544","1732",12163.3962993966
"1206","1917",12140.5182680064
"780","2710",12101.2453670451
"1206","3623",12017.0563352185
"2395","2706",12005.5273570907
"1721","3052",11999.1314440162
"2683","3176",11981.237364472
"780","3608",11965.1309747478
"780","2700",11956.4622869342
"1544","2710",11927.0700227859
"25","780",11907.0495824176
"2706","3160",11894.6997863153
"736","2395",11874.366239858
"780","3160",11857.9402463091
"1721","2628",11856.1851890908
"2628","2683",11840.3448286067
"1721","3160",11813.9149221885
"1721","2710",11790.9970488428
"1917","3160",11779.8833738043
"2959","3623",11760.6217517465
"1917","2712",11666.3905483424
"1544","2959",11666.2652583475
"780","1732",11664.4311371779
"1391","1721",11640.1604673969
"1573","2395",11566.5847976754
"780","1997",11480.2873073683
"1391","2628",11479.5287818252
"780","2427",11468.4082639979
"1527","2710",11460.7456480733
"1517","2628",11439.7539701949
"1917","2710",11375.7031400464
"1917","3176",11373.8953064278
"2617","2710",11354.3738518744
"736","2959",11351.8540770992
"1923","3176",11346.8085691615
"1917","2959",11335.181810211
"2384","2628",11326.9899005577
"1721","2826",11325.1451086931
"1573","2710",11298.3309840561
"2706","3176",11271.3371595151
"780","1183",11267.2593344534
"1917","3608",11257.6340322814
"2395","2683",11246.2158886291
"2427","2628",11214.4755416094
"2628","2712",11212.5025802227
"780","2657",11194.0245030163
"1573","2628",11193.2886394887
"25","1917",11189.7764620874
"736","1206",11174.3594633971
"1035","1732",11168.1760737644
"1573","2959",11157.0490318463
"1517","1721",11127.9825842426
"1721","2712",11115.3019628001
"2628","3535",11106.9350164457
"1721","2723",11099.6350453273
"1544","2395",11086.9103597184
"1721","3033",11073.177062199
"2959","3176",11068.2976034912
"1732","2706",11053.7448994108
"25","1721",11049.1058622074
"2617","2712",11047.465935997
"736","2700",11040.9427517749
"1527","1997",11037.2480014401
"1721","2657",11011.7701819647
"1732","3176",10995.5037425124
"780","1517",10978.555732266
"1721","2427",10975.2963909892
"2628","2706",10944.9094162838
"25","2706",10940.5955138185
"1917","2427",10918.1366368234
"785","2628",10890.6176131282
"2628","2723",10885.1752158565
"736","2712",10875.5037250847
"1183","3052",10868.461352668
"1721","3176",10851.4835371146
"736","1732",10846.4658954751
"1035","2628",10842.6014405987
"780","1923",10839.6822024477
"1917","1997",10837.186776512
"1732","1917",10822.4849879482
"1573","2657",10816.5902199989
"1035","2959",10812.6762310489
"1527","2628",10812.4073607373
"1923","2617",10797.4074737995
"1676","3176",10782.4856512942
"2427","2683",10781.2496845347
"3608","3623",10771.3653013165
"2683","2959",10765.9190597419
"1206","2706",10752.3216596856
"736","3160",10748.636376636
"1380","2959",10745.6388172041
"1035","1206",10745.1386097837
"1573","3176",10741.8720589673
"2628","3070",10739.1129283078
"1676","2712",10734.2923301479
"2683","2712",10722.9918278057
"1206","2683",10716.3161254174
"2657","2683",10713.3147574594
"2427","2706",10697.660404212
"1721","3535",10687.7962974171
"1206","1573",10673.4081322049
"1527","1923",10659.8797594728
"1573","1923",10659.849305849
"1206","2710",10652.9360288737
"1721","2706",10651.119918962
"2706","2710",10645.8905044147
